sample_id,relative_path,filename,ground_truth_index,synset,class_name,split,sha256
c0012,data/raw/imagenette2-320/train/n02102040/n02102040_528.JPEG,n02102040_528.JPEG,217,n02102040,English_springer,train,b6ab4767773836695c53f277a85960a0a3ed5ec1d0d0ad931cb7c32d9e928139
c0013,data/raw/imagenette2-320/train/n02102040/n02102040_1234.JPEG,n02102040_1234.JPEG,217,n02102040,English_springer,train,4c19f95cb27685cc759ef59d97a1ea70f09b818296a87d8908e3b52d2b136219
c0014,data/raw/imagenette2-320/train/n02102040/n02102040_2735.JPEG,n02102040_2735.JPEG,217,n02102040,English_springer,train,d8f9f2bcf7b1ad906023aee6d7bd7269ff303c2bff70538a0a8425d601fe35fa
c0015,data/raw/imagenette2-320/train/n02102040/n02102040_7194.JPEG,n02102040_7194.JPEG,217,n02102040,English_springer,train,ecc53cbe8dd2d7fe2da7b1bc306e96bf5b953aae9065e2f01200c28dace64626
c0016,data/raw/imagenette2-320/train/n02102040/n02102040_5855.JPEG,n02102040_5855.JPEG,217,n02102040,English_springer,train,819f4ac9e4522f0cc152155a43751504f6bddae4431d5c104a74be9f8db7aa3b
c0017,data/raw/imagenette2-320/train/n02102040/n02102040_2634.JPEG,n02102040_2634.JPEG,217,n02102040,English_springer,train,86dd65ffb793229961c5333f2772c1c99fab86c95c0d683ddae95e45b4d547a5
c0018,data/raw/imagenette2-320/train/n02102040/n02102040_1855.JPEG,n02102040_1855.JPEG,217,n02102040,English_springer,train,c14cb19161288c1829cb5e28bd46bb1ec6288f52123bf97d504877671add3863
c0019,data/raw/imagenette2-320/train/n02102040/ILSVRC2012_val_00043994.JPEG,ILSVRC2012_val_00043994.JPEG,217,n02102040,English_springer,train,274bc48ff7cbef3f15e1b8acb523efc4e34fc08b8e786d855915a57598b967af
c0020,data/raw/imagenette2-320/train/n02979186/n02979186_825.JPEG,n02979186_825.JPEG,482,n02979186,cassette_player,train,364d517f9941c1d7c754d38f994970d1b21b0aa7602ba14d6e15f2b0d9992e64
c0021,data/raw/imagenette2-320/train/n02979186/n02979186_17848.JPEG,n02979186_17848.JPEG,482,n02979186,cassette_player,train,f66d28e01d9bc78aeda50f71037aa5f5c17bf723ffacdd2139197278e62ef622
c0022,data/raw/imagenette2-320/train/n02979186/n02979186_5788.JPEG,n02979186_5788.JPEG,482,n02979186,cassette_player,train,e4f259c36243f2e3928178870c931801d75f96792e686c2b3aaef718d66ebbde
c0023,data/raw/imagenette2-320/train/n02979186/n02979186_1467.JPEG,n02979186_1467.JPEG,482,n02979186,cassette_player,train,1f251b33ed333fa5e20e56bd26f3ed740b9194bcc1ad29a8d14b21967ac06836
c0024,data/raw/imagenette2-320/train/n02979186/n02979186_5353.JPEG,n02979186_5353.JPEG,482,n02979186,cassette_player,train,8dbf0877ff19e8d88ffe073fc0a337b4bbde2e8d7617e45b76758083b9d4d6f7
c0025,data/raw/imagenette2-320/train/n02979186/n02979186_6767.JPEG,n02979186_6767.JPEG,482,n02979186,cassette_player,train,c9338c922858e27c320dbed7db4b11841ed94f165745ae74ddc4e0fd07383e43
c0026,data/raw/imagenette2-320/train/n02979186/n02979186_13096.JPEG,n02979186_13096.JPEG,482,n02979186,cassette_player,train,c7a5ed99913cb22ffb56095343c94d28d29afc0b02a826db7102a3ae0c861721
c0027,data/raw/imagenette2-320/train/n02979186/ILSVRC2012_val_00018559.JPEG,ILSVRC2012_val_00018559.JPEG,482,n02979186,cassette_player,train,b2a4d943b488487e89d4055c369b9dfe9bcb61d0fc827bb621f4f2dafe02cda4
c0028,data/raw/imagenette2-320/train/n02979186/n02979186_4375.JPEG,n02979186_4375.JPEG,482,n02979186,cassette_player,train,05bc669f9f1cbfc69df6327a5fed345554848f5604e7e7261ec092fdf1e858bc
c0029,data/raw/imagenette2-320/train/n02979186/n02979186_11675.JPEG,n02979186_11675.JPEG,482,n02979186,cassette_player,train,4296db1d9540b907c73315ca8e6f01a480a39f85e47e69b576507230639402b7
c0030,data/raw/imagenette2-320/train/n03000684/ILSVRC2012_val_00026879.JPEG,ILSVRC2012_val_00026879.JPEG,491,n03000684,chain_saw,train,9ec1f3fd727ea8146371c68345da633078927a892d2761060a68c1d934d80329
c0031,data/raw/imagenette2-320/train/n03000684/n03000684_22269.JPEG,n03000684_22269.JPEG,491,n03000684,chain_saw,train,c2dd353f206291a873025642a46c25bdc77aa714ccecd99deb74403d0c65e128
c0032,data/raw/imagenette2-320/train/n03000684/n03000684_20578.JPEG,n03000684_20578.JPEG,491,n03000684,chain_saw,train,129a21b272244b9033022aa2fc1811a07bc0fc9a456b887c85476cde52212083
c0033,data/raw/imagenette2-320/train/n03000684/n03000684_11697.JPEG,n03000684_11697.JPEG,491,n03000684,chain_saw,train,2a68520f07f4a28e11cc655f2a3d0cd2c73b4454b87bd86f9462b80ff87c32eb
c0034,data/raw/imagenette2-320/train/n03000684/n03000684_9978.JPEG,n03000684_9978.JPEG,491,n03000684,chain_saw,train,1a33162a151a71cfe6b8180484b318749a4698c001bcc370f4628653c43ca9ac
c0035,data/raw/imagenette2-320/train/n03000684/n03000684_9294.JPEG,n03000684_9294.JPEG,491,n03000684,chain_saw,train,10566fbf8ac7babc544b5ab075a0acfdf84e8aa0bc619eb6d28d951dbcf60bfc
c0036,data/raw/imagenette2-320/train/n03000684/n03000684_27164.JPEG,n03000684_27164.JPEG,491,n03000684,chain_saw,train,8e4492220d39a5cf6e30db73ffdc6382cfedeb9f22fec6496a215f0d9ff285d7
c0037,data/raw/imagenette2-320/train/n03000684/n03000684_927.JPEG,n03000684_927.JPEG,491,n03000684,chain_saw,train,80e4b3b99ec176296bf9fbefb67f881793dfc5c9813cbda3654b4de6591f383b
c0038,data/raw/imagenette2-320/train/n03000684/n03000684_16173.JPEG,n03000684_16173.JPEG,491,n03000684,chain_saw,train,1124f4c703b25b49ba0b3405e519fa74e7c99e42873ef074a67408b470b4ce15
c0039,data/raw/imagenette2-320/train/n03000684/n03000684_36449.JPEG,n03000684_36449.JPEG,491,n03000684,chain_saw,train,f1fec0aee00085f17fca2294877b7b943168b0f846e4fd9712803c563f740c75
c0040,data/raw/imagenette2-320/train/n03028079/n03028079_20443.JPEG,n03028079_20443.JPEG,497,n03028079,church,train,95def504885bd9f9653787f3fc54577cc203c5937f0b6a3be4241cb625c52250
c0041,data/raw/imagenette2-320/train/n03028079/n03028079_9094.JPEG,n03028079_9094.JPEG,497,n03028079,church,train,b311289f1c35b94b7e689b34cf7a94bb58bb1eadd1ffdaacdfa14f4832a8b8f3
c0042,data/raw/imagenette2-320/train/n03028079/n03028079_30345.JPEG,n03028079_30345.JPEG,497,n03028079,church,train,bc70eee1cfb2accf1c59cd897172b8dc65bec92bb8b44776e7bb643ac268282c
c0043,data/raw/imagenette2-320/train/n03028079/n03028079_34727.JPEG,n03028079_34727.JPEG,497,n03028079,church,train,a62a48401e6de3a13d9e97a24a3c5fdfb8994a4e225f268cc8e445965da87241
c0044,data/raw/imagenette2-320/train/n03028079/n03028079_34799.JPEG,n03028079_34799.JPEG,497,n03028079,church,train,e70d83afa981b70e4062b6d22b20c015864673b9634a292ae93107e55f7f7d6b
c0045,data/raw/imagenette2-320/train/n03028079/n03028079_9453.JPEG,n03028079_9453.JPEG,497,n03028079,church,train,8d5b1c54c8a9d2acf0867a4cf505437dd883548cfd64e6c187fb2a3c107ffa65
c0046,data/raw/imagenette2-320/train/n03028079/n03028079_7963.JPEG,n03028079_7963.JPEG,497,n03028079,church,train,63cd995eba3567d7a1ff12bff5b671819f3e415bcddbb4689bdaeb278c25a9d9
c0047,data/raw/imagenette2-320/train/n03028079/n03028079_5655.JPEG,n03028079_5655.JPEG,497,n03028079,church,train,6685fcc2df16e387e967f5a4a03a44e4e739dc7459ea2ea85bd06cac52f612cb
c0048,data/raw/imagenette2-320/train/n03028079/n03028079_29713.JPEG,n03028079_29713.JPEG,497,n03028079,church,train,795da9121c27677a0ec914343ddb1a22b1a6df16e387ef179d6914e586502d90
c0049,data/raw/imagenette2-320/train/n03028079/n03028079_1544.JPEG,n03028079_1544.JPEG,497,n03028079,church,train,21a60d8758c0e3ae301ac001e6b020fc68b7042223bbab0cb3a6537fe1dfd9a7
c0050,data/raw/imagenette2-320/train/n03394916/n03394916_39959.JPEG,n03394916_39959.JPEG,566,n03394916,French_horn,train,e2306c3ff669d3311480d5e3547c737592ccb134500951041bf93f909b398c80
c0051,data/raw/imagenette2-320/train/n03394916/n03394916_1906.JPEG,n03394916_1906.JPEG,566,n03394916,French_horn,train,4b0bc1601b7768ba3d9a2e455bb24196937cd6765eaa49a5147d3d8f7eecb456
c0052,data/raw/imagenette2-320/train/n03394916/n03394916_53968.JPEG,n03394916_53968.JPEG,566,n03394916,French_horn,train,e27b1378c09406baa9a4a92b265c1031ecbd936cda571c5ba1a4694889d97a54
c0053,data/raw/imagenette2-320/train/n03394916/n03394916_4826.JPEG,n03394916_4826.JPEG,566,n03394916,French_horn,train,40574b1391c6a68ff15c6d43266969c75bc93ae4471d60c5fea2bc2b5820fca6
c0054,data/raw/imagenette2-320/train/n03394916/n03394916_24023.JPEG,n03394916_24023.JPEG,566,n03394916,French_horn,train,790d97aff4a476689025b45bfbc8f2bff6a6382bc08a9bd551b44d812fe005b2
c0055,data/raw/imagenette2-320/train/n03394916/n03394916_59626.JPEG,n03394916_59626.JPEG,566,n03394916,French_horn,train,e3bc5bef0601961e64844cba62727c5a91c506251846b3e4972688d6ced1cc65
c0056,data/raw/imagenette2-320/train/n03394916/n03394916_1297.JPEG,n03394916_1297.JPEG,566,n03394916,French_horn,train,cbd2a7f27b50fab031b50c70358e8014fc45904de9d8df83e94a1b7e23cb00a0
c0057,data/raw/imagenette2-320/train/n03394916/n03394916_33006.JPEG,n03394916_33006.JPEG,566,n03394916,French_horn,train,19d2e3ba17ee70a6fc0dc9ecd022fff4cb851006dcbc819e61db86df81acb620
c0058,data/raw/imagenette2-320/train/n03394916/n03394916_35954.JPEG,n03394916_35954.JPEG,566,n03394916,French_horn,train,15fb66b006081b9088cde3eb052ff2fb40809020266083cf273bcd4eaef80153
c0059,data/raw/imagenette2-320/train/n03394916/n03394916_54476.JPEG,n03394916_54476.JPEG,566,n03394916,French_horn,train,8e2dfd876914526b0c3f9bf5a9cdd72ca2e395a5a6cf805d199adb651a9e55a8
c0060,data/raw/imagenette2-320/train/n03417042/n03417042_8807.JPEG,n03417042_8807.JPEG,569,n03417042,garbage_truck,train,6c657346b677364e2e67ac57b456b154768dae82ce7660ccc75f99d1f08f0928
c0061,data/raw/imagenette2-320/train/n03417042/n03417042_2909.JPEG,n03417042_2909.JPEG,569,n03417042,garbage_truck,train,36825256fee9ac5291a6af3ad10ada984936204ffc6cb7b5cced287882391f74
c0062,data/raw/imagenette2-320/train/n03417042/n03417042_3657.JPEG,n03417042_3657.JPEG,569,n03417042,garbage_truck,train,e271b9e73b6f17236a08aba0cc77535b170c1a296d53473b64f015bd5868e4cd
c0063,data/raw/imagenette2-320/train/n03417042/n03417042_5098.JPEG,n03417042_5098.JPEG,569,n03417042,garbage_truck,train,6245487b186bc364cc9463f4c41e7f9b40715d448e236113d0aed1e52a27860f
c0064,data/raw/imagenette2-320/train/n03417042/ILSVRC2012_val_00046913.JPEG,ILSVRC2012_val_00046913.JPEG,569,n03417042,garbage_truck,train,74b81d19d33e044b170d3969d303d8d01634386ff6ed73dfd3b74d5abc455a46
c0065,data/raw/imagenette2-320/train/n03417042/n03417042_5514.JPEG,n03417042_5514.JPEG,569,n03417042,garbage_truck,train,4c4124a26c5bcd1b0ca7147076d4347ba7f7a6c8b05909dcc550bfe95b248ef3
c0066,data/raw/imagenette2-320/train/n03417042/n03417042_20158.JPEG,n03417042_20158.JPEG,569,n03417042,garbage_truck,train,562d0087fbf9eca37c3cc615ab57b71d926262477c8b0789344054a8dfbebbd5
c0067,data/raw/imagenette2-320/train/n03417042/n03417042_3288.JPEG,n03417042_3288.JPEG,569,n03417042,garbage_truck,train,6097b853760f0476f469a5db4faef42d7c2bee02cffbd875cd6ff27bfc795856
c0068,data/raw/imagenette2-320/train/n03417042/n03417042_10043.JPEG,n03417042_10043.JPEG,569,n03417042,garbage_truck,train,a3b038628402d8864a70b9a322b8312b598332c464235a47eb7e1ef1b16d1a1f
c0069,data/raw/imagenette2-320/train/n03417042/n03417042_7506.JPEG,n03417042_7506.JPEG,569,n03417042,garbage_truck,train,22f28d8a46bec0ae7d22da950de6d01f056d1fed1d1204b01a194b7e9b052f65
c0070,data/raw/imagenette2-320/train/n03425413/n03425413_21665.JPEG,n03425413_21665.JPEG,571,n03425413,gas_pump,train,7b6c425fd1b2e3448672673bcd3f21ed6a689b7668e1c117a3561355a9ff0ff8
c0071,data/raw/imagenette2-320/train/n03425413/n03425413_3069.JPEG,n03425413_3069.JPEG,571,n03425413,gas_pump,train,9c8029c7be4b2e0be4d63ce35813a480fc1cfa40f41a0c05c8768ece106fa5be
c0072,data/raw/imagenette2-320/train/n03425413/ILSVRC2012_val_00045944.JPEG,ILSVRC2012_val_00045944.JPEG,571,n03425413,gas_pump,train,4a68b2b75937b8b6c584b856804e3a65763eee994347e2bdea9c648afb357a97
c0073,data/raw/imagenette2-320/train/n03425413/n03425413_1916.JPEG,n03425413_1916.JPEG,571,n03425413,gas_pump,train,808b496a44a42ebea17ef566dbb404f9102206cf3bf632a3c935e7ef60c7b139
c0074,data/raw/imagenette2-320/train/n03425413/n03425413_29238.JPEG,n03425413_29238.JPEG,571,n03425413,gas_pump,train,345f8c0aec24fcdce6c7c01b3638f2bd9700c0b61699a4110c25287c7477d6b0
c0075,data/raw/imagenette2-320/train/n03425413/n03425413_27335.JPEG,n03425413_27335.JPEG,571,n03425413,gas_pump,train,d83808ad8f79b0ce029a8aa2395a9cf37be1723fffd81f65ddd17d198299239d
c0076,data/raw/imagenette2-320/train/n03425413/n03425413_15474.JPEG,n03425413_15474.JPEG,571,n03425413,gas_pump,train,867de31ac586808d7c25bb822ab1381d32e929a77e836cd7f1540e6990ac4550
c0077,data/raw/imagenette2-320/train/n03425413/n03425413_1846.JPEG,n03425413_1846.JPEG,571,n03425413,gas_pump,train,d56d9a4272bcb01473f73a93be4308ed8131228c227f49517a7e178956fa953d
c0078,data/raw/imagenette2-320/train/n03425413/n03425413_19127.JPEG,n03425413_19127.JPEG,571,n03425413,gas_pump,train,d2d73c1ec032d47ae0a016a415a75bfa30e5d384a0b5cf08527f8d9e5821f041
c0079,data/raw/imagenette2-320/train/n03425413/n03425413_14388.JPEG,n03425413_14388.JPEG,571,n03425413,gas_pump,train,e759a5d9e39d90222552d93495c5b6d7c5ee06aaca6b70ffac1cc74c6b22fe26
c0080,data/raw/imagenette2-320/train/n03445777/n03445777_9297.JPEG,n03445777_9297.JPEG,574,n03445777,golf_ball,train,363bdff4e2795c4d60376a37463947318e3c816f341d801d58f85227427abf36
c0081,data/raw/imagenette2-320/train/n03445777/n03445777_7947.JPEG,n03445777_7947.JPEG,574,n03445777,golf_ball,train,8c064718c1c26ce10a03741af0ec5c594362ce41a2f22854c97f732d029546b5
c0082,data/raw/imagenette2-320/train/n03445777/n03445777_7238.JPEG,n03445777_7238.JPEG,574,n03445777,golf_ball,train,6e04b02ae5d7de01632794a07969add95eccca41e2f637d70f13dd7b8e69eee8
c0083,data/raw/imagenette2-320/train/n03445777/n03445777_15367.JPEG,n03445777_15367.JPEG,574,n03445777,golf_ball,train,48e9a85c0a620473ab96fcdb1e62b8dfd8ef6559597fac38ab4c68add67fae0f
c0084,data/raw/imagenette2-320/train/n03445777/n03445777_2078.JPEG,n03445777_2078.JPEG,574,n03445777,golf_ball,train,a942af940b518bd01804b7c359496783c6adb1d7cb051082e52610699f4252d7
c0085,data/raw/imagenette2-320/train/n03445777/n03445777_654.JPEG,n03445777_654.JPEG,574,n03445777,golf_ball,train,2f1c1900ef288187c438986f108d9920364c22713b61aa7d45825ed910dadbdc
c0086,data/raw/imagenette2-320/train/n03445777/n03445777_15388.JPEG,n03445777_15388.JPEG,574,n03445777,golf_ball,train,3e91873e40a6441284b338a62e58e42fa253049da8f76bb4af1396e845c738e5
c0087,data/raw/imagenette2-320/train/n03445777/n03445777_7538.JPEG,n03445777_7538.JPEG,574,n03445777,golf_ball,train,f9bde613fe8b4a03a6a5a0e1e089163bfc1c4441be2bbe04b22b2eda6d75045b
c0088,data/raw/imagenette2-320/train/n03445777/n03445777_6265.JPEG,n03445777_6265.JPEG,574,n03445777,golf_ball,train,82065e02764e9ee3e84f5bd7856839ca76fd384d474cc8f2c148a974bc4862b3
c0089,data/raw/imagenette2-320/train/n03445777/n03445777_10514.JPEG,n03445777_10514.JPEG,574,n03445777,golf_ball,train,c2f4a5a4168ca5f4d5b9b3e085d86aa3bb87b85568fa31923a82ce1bc17a34e3
c0090,data/raw/imagenette2-320/train/n03888257/n03888257_17164.JPEG,n03888257_17164.JPEG,701,n03888257,parachute,train,61a5184501b8138b037e77ff3389a29cb9acf3c2ca25f2d0876b88ff38191b38
c0091,data/raw/imagenette2-320/train/n03888257/n03888257_1346.JPEG,n03888257_1346.JPEG,701,n03888257,parachute,train,12bccd8a951279a0f278e7e5e979c33e0eb28d30685cd8318c2e12ba42032c92
c0092,data/raw/imagenette2-320/train/n03888257/n03888257_13224.JPEG,n03888257_13224.JPEG,701,n03888257,parachute,train,9de82a50f3adc2f282ad48b7b89b64707abf9705409f4ed6c5ae0be97e87f5ae
c0093,data/raw/imagenette2-320/train/n03888257/n03888257_36594.JPEG,n03888257_36594.JPEG,701,n03888257,parachute,train,528a7f60fda66cd0dc8b831cc20c93afc3ed41bbcbd4dbf27765cc96a5a00744
c0094,data/raw/imagenette2-320/train/n03888257/n03888257_26867.JPEG,n03888257_26867.JPEG,701,n03888257,parachute,train,929d568d0ba336aa4f6836c02938c596d9676590e8543938fdd866b57be0c7d8
c0095,data/raw/imagenette2-320/train/n03888257/n03888257_20684.JPEG,n03888257_20684.JPEG,701,n03888257,parachute,train,e282df1651b80ad34e17483f52c1b2436897a8424f6b8f12f26652b8a799eb5e
c0096,data/raw/imagenette2-320/train/n03888257/n03888257_9408.JPEG,n03888257_9408.JPEG,701,n03888257,parachute,train,0c7221fde5ef880e1493db844f00769d69cace806026fae6fff6ca9c333d3e38
c0097,data/raw/imagenette2-320/train/n03888257/n03888257_817.JPEG,n03888257_817.JPEG,701,n03888257,parachute,train,3cb4f8c0c8cff99cd5b941dbeb1ca0d9e9d3fa5a40a44abb8b0ae3ecc6b58afd
c0098,data/raw/imagenette2-320/train/n03888257/n03888257_31839.JPEG,n03888257_31839.JPEG,701,n03888257,parachute,train,abf3e18b8b3b587bad463b4663b9c7844e6dc5fd94bf17731d50de23ce03a1a6
c0099,data/raw/imagenette2-320/train/n03888257/n03888257_20504.JPEG,n03888257_20504.JPEG,701,n03888257,parachute,train,f5ac6f132c85e25c963252a54f5d41b9c7897e33d335e2703c955a8af70f6152
