sample_id,relative_path,filename,ground_truth_index,synset,class_name,split,sha256
b0043,data/raw/imagenette2-320/val/n01440764/n01440764_7632.JPEG,n01440764_7632.JPEG,0,n01440764,tench,val,c8f7319fa83eb2d47de76b9af40a2863d8284b6f5859b6447b77a5fbd7aa94b8
b0044,data/raw/imagenette2-320/val/n01440764/n01440764_7030.JPEG,n01440764_7030.JPEG,0,n01440764,tench,val,1c2f69473d83a455858ef7e356c8234f1e0bae4779ea75deea64d5686d31e7a5
b0045,data/raw/imagenette2-320/val/n01440764/n01440764_25361.JPEG,n01440764_25361.JPEG,0,n01440764,tench,val,5c41aee03220a4462687c34fc966760a11eea2a4a59ef24b31ddcea0ae3bef62
b0046,data/raw/imagenette2-320/val/n01440764/n01440764_5432.JPEG,n01440764_5432.JPEG,0,n01440764,tench,val,9748c140629579550a3f8dd076ba1fffd643bae8bfb716ea438c50c84efcecfc
b0047,data/raw/imagenette2-320/val/n01440764/n01440764_13051.JPEG,n01440764_13051.JPEG,0,n01440764,tench,val,3fe8d344b849fe346fbd2364e9734b319752d09ca4ab930de69ee4180acd0020
b0048,data/raw/imagenette2-320/val/n01440764/n01440764_3781.JPEG,n01440764_3781.JPEG,0,n01440764,tench,val,a2c1ab85db48b8cdeba7ffddb9c0935c74ecbad06a27e5eb391cf310529305ce
b0049,data/raw/imagenette2-320/val/n01440764/n01440764_14650.JPEG,n01440764_14650.JPEG,0,n01440764,tench,val,53feaba9dc3315c1c36ec69a1a59bc6e8e2b4d23900953854016df68d6ad983e
b0050,data/raw/imagenette2-320/val/n02102040/n02102040_990.JPEG,n02102040_990.JPEG,217,n02102040,English_springer,val,cb1edd318397e444cccaa88ff10f42cebfddb99cafc05d72394ed756f1a01d66
b0051,data/raw/imagenette2-320/val/n02102040/n02102040_1632.JPEG,n02102040_1632.JPEG,217,n02102040,English_springer,val,03c6e9a4d48ec8fee3f60f95123c0fb742deb9c59604d730e7f3c08ce2f7d364
b0052,data/raw/imagenette2-320/val/n02102040/n02102040_3532.JPEG,n02102040_3532.JPEG,217,n02102040,English_springer,val,ad80e18e5504774680aabd59199aea33686f17630c36ec93dafb9a8014f48da8
b0053,data/raw/imagenette2-320/val/n02102040/n02102040_3052.JPEG,n02102040_3052.JPEG,217,n02102040,English_springer,val,705a4752bf1dd1ab049aa35dcfd68081cf838324abd708288878bf7e5510ee48
b0054,data/raw/imagenette2-320/val/n02102040/n02102040_620.JPEG,n02102040_620.JPEG,217,n02102040,English_springer,val,3d7dc924e19449571c33b53555d30cd24271c400fc19e7ed2c2e4c7d6c931844
b0055,data/raw/imagenette2-320/val/n02102040/n02102040_4780.JPEG,n02102040_4780.JPEG,217,n02102040,English_springer,val,964484b85189f5f3dcb84af864e5c580d8efc53443f0e804a9f5660e80695454
b0056,data/raw/imagenette2-320/val/n02102040/ILSVRC2012_val_00014280.JPEG,ILSVRC2012_val_00014280.JPEG,217,n02102040,English_springer,val,987d345a05c1193becbd5bf2f8391177e43991826aef6074b3d226b1c073c7e9
b0057,data/raw/imagenette2-320/val/n02102040/n02102040_3091.JPEG,n02102040_3091.JPEG,217,n02102040,English_springer,val,7f4bed8e86fab2d926e9f40ad4b20037ce286ed650e056546cec760b8b2a842b
b0058,data/raw/imagenette2-320/val/n02102040/n02102040_5120.JPEG,n02102040_5120.JPEG,217,n02102040,English_springer,val,06f09c27de27c685bf9eef7ede3b704b2e22d341861da23f4f571cf21d7ac575
b0059,data/raw/imagenette2-320/val/n02102040/n02102040_4352.JPEG,n02102040_4352.JPEG,217,n02102040,English_springer,val,f0efd834fad8cbba32bb468eec5fa1613794c1d842f5ef41e6988f9c17e191a3
b0060,data/raw/imagenette2-320/val/n02102040/n02102040_1782.JPEG,n02102040_1782.JPEG,217,n02102040,English_springer,val,4c20474b5ce700565288ca1445df74fd6e365f291f35d2291d0cbc66b115a823
b0061,data/raw/imagenette2-320/val/n02102040/n02102040_3891.JPEG,n02102040_3891.JPEG,217,n02102040,English_springer,val,e59fa688911d8ddf453d6c7bcf5bba391524ef6d1dceb789a91f0dda5309a581
b0062,data/raw/imagenette2-320/val/n02102040/n02102040_1642.JPEG,n02102040_1642.JPEG,217,n02102040,English_springer,val,01a63dc8d113e93ac412685ec09869347730f0b75a61080bebaccd93c1466401
b0063,data/raw/imagenette2-320/val/n02102040/n02102040_5061.JPEG,n02102040_5061.JPEG,217,n02102040,English_springer,val,aff64259fa35c2b9499ec9df1e3f1490a7319b9b90126b8342842e4e6d0bab98
b0064,data/raw/imagenette2-320/val/n02102040/n02102040_3582.JPEG,n02102040_3582.JPEG,217,n02102040,English_springer,val,53e43d5a0b7e89e31ecfdf8a7b7583d41d1a63384c4a400e95b5e43f0bd85d6e
b0065,data/raw/imagenette2-320/val/n02102040/n02102040_2111.JPEG,n02102040_2111.JPEG,217,n02102040,English_springer,val,4d3ee8210d15c1f4449ee314c9c08846a337a60266cf37a211231eacfbd04efa
b0066,data/raw/imagenette2-320/val/n02102040/n02102040_290.JPEG,n02102040_290.JPEG,217,n02102040,English_springer,val,83d96a19cba9f70c6e1bbe407d1d1f573f7a0c00442e9b35e16971292a8e49f5
b0067,data/raw/imagenette2-320/val/n02102040/n02102040_4872.JPEG,n02102040_4872.JPEG,217,n02102040,English_springer,val,fa8bb2d8df29ffaf132683386e94a4b0cb14d6309a8bb4b08412300f00142a3b
b0068,data/raw/imagenette2-320/val/n02102040/n02102040_460.JPEG,n02102040_460.JPEG,217,n02102040,English_springer,val,f1ea5b637c7fc288a6be39e780d549649a3d4d08cb8eb8c738db6bc05174f70a
b0069,data/raw/imagenette2-320/val/n02102040/n02102040_1160.JPEG,n02102040_1160.JPEG,217,n02102040,English_springer,val,e0c268463a1926ad4ff84308569eff4bfb4301ee6d04f3ca3844882ded8624f5
b0070,data/raw/imagenette2-320/val/n02102040/n02102040_3462.JPEG,n02102040_3462.JPEG,217,n02102040,English_springer,val,899ae0bd7095f004a9db36c9e7b0e5d8baa954ebc959bc14192da17441ebe308
b0071,data/raw/imagenette2-320/val/n02102040/n02102040_430.JPEG,n02102040_430.JPEG,217,n02102040,English_springer,val,4dda294f9cd8ce077c04d1372a8c17cbe7ac629262c8e44a51069a1395bfefee
b0072,data/raw/imagenette2-320/val/n02102040/n02102040_700.JPEG,n02102040_700.JPEG,217,n02102040,English_springer,val,f2215913d193b112971e6e3ea2de2f534ebd375066913cd2124986cbd18194b0
b0073,data/raw/imagenette2-320/val/n02102040/n02102040_1081.JPEG,n02102040_1081.JPEG,217,n02102040,English_springer,val,58171cf62d702d78811477f916d067680f9aad6d33bba43439b8ef99798ce7a7
b0074,data/raw/imagenette2-320/val/n02102040/n02102040_681.JPEG,n02102040_681.JPEG,217,n02102040,English_springer,val,68eee560a5acd292a3701f17560d7f9a29843b701baab21baffd5070b05b0e9f
b0075,data/raw/imagenette2-320/val/n02102040/n02102040_7421.JPEG,n02102040_7421.JPEG,217,n02102040,English_springer,val,4cb99eb448bcf92eeca447e999a24b9ec3a0fe060886952861153f2f6cafabfe
b0076,data/raw/imagenette2-320/val/n02102040/n02102040_571.JPEG,n02102040_571.JPEG,217,n02102040,English_springer,val,eff54ab8f42ee2f0c96fc335f783f160cb2bc158cd09b6e9f3713d9d156e5791
b0077,data/raw/imagenette2-320/val/n02102040/n02102040_960.JPEG,n02102040_960.JPEG,217,n02102040,English_springer,val,0955742c63d4599915d042d1bf5bab4a284f8309d6ace8ee084d100e66e2ed60
b0078,data/raw/imagenette2-320/val/n02102040/n02102040_2481.JPEG,n02102040_2481.JPEG,217,n02102040,English_springer,val,cfe9f0ee5017f20f7330416811235f191c865fdf109a55fc84b170eb803873ca
b0079,data/raw/imagenette2-320/val/n02102040/n02102040_7002.JPEG,n02102040_7002.JPEG,217,n02102040,English_springer,val,7656d863184e36f27f4bac3dc11c8905824b2b2d964f5c8979bf77cd5496af9a
b0080,data/raw/imagenette2-320/val/n02102040/n02102040_4250.JPEG,n02102040_4250.JPEG,217,n02102040,English_springer,val,3e9235f8ab692487cbfa2ff4c1721ce1c33308349b4c997750171aa6fe5921c5
b0081,data/raw/imagenette2-320/val/n02102040/n02102040_8272.JPEG,n02102040_8272.JPEG,217,n02102040,English_springer,val,531acdd22a7998607e58dfd6626419dbcdf23d444a6065356879bc3a4c7c9ee6
b0082,data/raw/imagenette2-320/val/n02102040/n02102040_970.JPEG,n02102040_970.JPEG,217,n02102040,English_springer,val,21d58cb69c584d6c0b6a523d309cecc6201198de2b12072c93d549479e7210d1
b0083,data/raw/imagenette2-320/val/n02102040/n02102040_1201.JPEG,n02102040_1201.JPEG,217,n02102040,English_springer,val,c20e5756182ccf69f78194285a5c445f597d623a646e53698585b6f5105332fe
b0084,data/raw/imagenette2-320/val/n02102040/n02102040_3260.JPEG,n02102040_3260.JPEG,217,n02102040,English_springer,val,6be7e3289136cc090f31c588c6b9f987f2693152ec51fd547683d64e1a560f38
b0085,data/raw/imagenette2-320/val/n02102040/n02102040_7011.JPEG,n02102040_7011.JPEG,217,n02102040,English_springer,val,da251ea1714da6e96faaeea8e67835c66443be61facbd43d4fda617f867837b2
b0086,data/raw/imagenette2-320/val/n02102040/n02102040_4801.JPEG,n02102040_4801.JPEG,217,n02102040,English_springer,val,bee0e8daefea40445474c6cbf0ca8dfaf8a34359aac09daab8623e0791796136
b0087,data/raw/imagenette2-320/val/n02102040/n02102040_350.JPEG,n02102040_350.JPEG,217,n02102040,English_springer,val,77fabb741f192c6521f3e6f27184b5f20540ff63d434d99e8a8510f510844320
b0088,data/raw/imagenette2-320/val/n02102040/n02102040_702.JPEG,n02102040_702.JPEG,217,n02102040,English_springer,val,017b52787a8406359ea6ad26560da7b741d66be6212ab2d586202bf5931b5c08
b0089,data/raw/imagenette2-320/val/n02102040/n02102040_1300.JPEG,n02102040_1300.JPEG,217,n02102040,English_springer,val,028820c973b6da0a7840ecbef8d76a1f04ae8597e3151cf7b8a08ea5b82adfbe
b0090,data/raw/imagenette2-320/val/n02102040/ILSVRC2012_val_00016582.JPEG,ILSVRC2012_val_00016582.JPEG,217,n02102040,English_springer,val,ecf080a71be33f46f637965f87e8d49e70d18ac6e9af85670f0a9740d2796f85
b0091,data/raw/imagenette2-320/val/n02102040/n02102040_911.JPEG,n02102040_911.JPEG,217,n02102040,English_springer,val,1dde60a65a9cea851d20c823faa371438d2fad54ea9cef92d8a89e21fe0920b0
b0092,data/raw/imagenette2-320/val/n02102040/n02102040_1310.JPEG,n02102040_1310.JPEG,217,n02102040,English_springer,val,b3f2403908830e2b5f44610b37b0780d1b499b30515ceeec1d1e93f55873ff9d
b0093,data/raw/imagenette2-320/val/n02102040/n02102040_2950.JPEG,n02102040_2950.JPEG,217,n02102040,English_springer,val,cd9be276a1d452770d77cb214aee1eaacba67778a095617f667036e0d15982b1
b0094,data/raw/imagenette2-320/val/n02102040/n02102040_1842.JPEG,n02102040_1842.JPEG,217,n02102040,English_springer,val,1e5f04145b27a2599049c478a8b85babc46c04a671cf74facd8641fa5cb75ad6
b0095,data/raw/imagenette2-320/val/n02102040/n02102040_4320.JPEG,n02102040_4320.JPEG,217,n02102040,English_springer,val,a194683d212c0ef841c5b1ca0b26fc4f6473e3217df4f78cd5d54b8f8bde6de2
b0096,data/raw/imagenette2-320/val/n02102040/n02102040_8012.JPEG,n02102040_8012.JPEG,217,n02102040,English_springer,val,e3cf226c17508e8e1b2aec7d3f860f758950c56cf14ff61e4a733d0c4d2b3548
b0097,data/raw/imagenette2-320/val/n02102040/n02102040_5101.JPEG,n02102040_5101.JPEG,217,n02102040,English_springer,val,3c10b5f56238a38ddc7c35a0f31c72c41b9469a935bd657b28a3f2ce3efb226e
b0098,data/raw/imagenette2-320/val/n02102040/n02102040_5091.JPEG,n02102040_5091.JPEG,217,n02102040,English_springer,val,dc119b18731a17b75fd49ede4e9eb29ed239e3c04479c7b9dec576b76c1c304d
b0099,data/raw/imagenette2-320/val/n02102040/n02102040_281.JPEG,n02102040_281.JPEG,217,n02102040,English_springer,val,94209c643dae22954eea63f091213da0fd71705965f855ef82231cd6b35c2d0c
b0100,data/raw/imagenette2-320/val/n02979186/n02979186_8861.JPEG,n02979186_8861.JPEG,482,n02979186,cassette_player,val,747c06d5bcd5fc1b99948f50a24412d6194374a95d77920b0b5a1f302409f75d
b0101,data/raw/imagenette2-320/val/n02979186/n02979186_22882.JPEG,n02979186_22882.JPEG,482,n02979186,cassette_player,val,e09e7caef878be5324e409e43aae35b313fa11d66d02b85033b3c4fc6babaaec
b0102,data/raw/imagenette2-320/val/n02979186/n02979186_1561.JPEG,n02979186_1561.JPEG,482,n02979186,cassette_player,val,ef5bb5eb04b1db62c666a89dd7c5bc5c81f44806092a1606b09e30c690685cbc
b0103,data/raw/imagenette2-320/val/n02979186/n02979186_16142.JPEG,n02979186_16142.JPEG,482,n02979186,cassette_player,val,b80077edc26ab68ae62077667d83549726ad0c64baa5df40188d549d36dff76b
b0104,data/raw/imagenette2-320/val/n02979186/n02979186_11000.JPEG,n02979186_11000.JPEG,482,n02979186,cassette_player,val,eae64fbf63018359dc250b8514234a555263ba2474e125f82dabb14ff567f045
b0105,data/raw/imagenette2-320/val/n02979186/n02979186_3321.JPEG,n02979186_3321.JPEG,482,n02979186,cassette_player,val,c6777403d0176247bad316dcdbcd3cb885cae9fceef05011e4dab104f0cbe397
b0106,data/raw/imagenette2-320/val/n02979186/n02979186_11481.JPEG,n02979186_11481.JPEG,482,n02979186,cassette_player,val,9ea093abe5f570186d616f89f6e64c22f98e56ca262523bca1247aafe277c546
b0107,data/raw/imagenette2-320/val/n02979186/ILSVRC2012_val_00042482.JPEG,ILSVRC2012_val_00042482.JPEG,482,n02979186,cassette_player,val,d1e0036891e4911a078db00217d108fd52ef7583f2086360c654efc676aa2695
b0108,data/raw/imagenette2-320/val/n02979186/n02979186_15800.JPEG,n02979186_15800.JPEG,482,n02979186,cassette_player,val,e078a69d5675ea697d487b5cccba274453646bd12a261067a7e9aa2824699e1d
b0109,data/raw/imagenette2-320/val/n02979186/n02979186_351.JPEG,n02979186_351.JPEG,482,n02979186,cassette_player,val,d3c4e6f6a6cce04138b2098d9b0a1afd1352f519d5676ce9b1a90d2405ff5f50
b0110,data/raw/imagenette2-320/val/n02979186/n02979186_22101.JPEG,n02979186_22101.JPEG,482,n02979186,cassette_player,val,948b624f1aba5267cfbb567949e30ed23f7c4337707bda2bfe111da5d8e2c9ee
b0111,data/raw/imagenette2-320/val/n02979186/n02979186_3902.JPEG,n02979186_3902.JPEG,482,n02979186,cassette_player,val,5a6c414b25db736d2a71590d738b9fd8c297893c86799fce5cfaa9c1a58cc15b
b0112,data/raw/imagenette2-320/val/n02979186/n02979186_14251.JPEG,n02979186_14251.JPEG,482,n02979186,cassette_player,val,dd8cfd9411f41f65d3631f8a33d4c31d599d95c1fb5ded11f4c7bf56a6c0d87e
b0113,data/raw/imagenette2-320/val/n02979186/n02979186_23650.JPEG,n02979186_23650.JPEG,482,n02979186,cassette_player,val,a8de84e65034555e1fff0be6feb753a505216dfb0328cf4b9bf22a5c012d2455
b0114,data/raw/imagenette2-320/val/n02979186/n02979186_10670.JPEG,n02979186_10670.JPEG,482,n02979186,cassette_player,val,ff47ae108e33c4ceb675d3a658cac3f814eb58c2aab1339c4161414c744a0de1
b0115,data/raw/imagenette2-320/val/n02979186/n02979186_5280.JPEG,n02979186_5280.JPEG,482,n02979186,cassette_player,val,ffe04f95f120308dc18ad068293f99a9cbdfc0eb5d9d9b6988d3dd3d28692db9
b0116,data/raw/imagenette2-320/val/n02979186/n02979186_271.JPEG,n02979186_271.JPEG,482,n02979186,cassette_player,val,da7acb8d5fce6d332ed3b88542ee342ebcce0962fe43a73772dc6d8ae7c6ed33
b0117,data/raw/imagenette2-320/val/n02979186/n02979186_15432.JPEG,n02979186_15432.JPEG,482,n02979186,cassette_player,val,4e35bbc2f85413ae5bc291c1c3cab08908371074b82cd10ef6ddee2aa7258e7e
b0118,data/raw/imagenette2-320/val/n02979186/n02979186_13661.JPEG,n02979186_13661.JPEG,482,n02979186,cassette_player,val,727044b506ef52b11dc8480244b6fb0d831c4b8f0026a7cc7189a5a6828398e9
b0119,data/raw/imagenette2-320/val/n02979186/n02979186_10691.JPEG,n02979186_10691.JPEG,482,n02979186,cassette_player,val,27cc5e9e4dd618e578678cafe0bc3a2a4140530c798e6eefddf244ceb79960e3
b0120,data/raw/imagenette2-320/val/n02979186/n02979186_560.JPEG,n02979186_560.JPEG,482,n02979186,cassette_player,val,0320c6091fae524b79f241b019e9df702ca1b219764e0bdff006d8f021883b45
b0121,data/raw/imagenette2-320/val/n02979186/n02979186_15401.JPEG,n02979186_15401.JPEG,482,n02979186,cassette_player,val,9f7b6cd256301e2817b2811a04e9a9828bf49721984ad306297b91f4811f6f03
b0122,data/raw/imagenette2-320/val/n02979186/n02979186_6851.JPEG,n02979186_6851.JPEG,482,n02979186,cassette_player,val,544c77083683a53486e33c58787e32bb2599a5ced23d890246320978a1d8c343
b0123,data/raw/imagenette2-320/val/n02979186/n02979186_5031.JPEG,n02979186_5031.JPEG,482,n02979186,cassette_player,val,1a2c1c5ce7d12b6d72b1ddce638b94bd1066f2385b1a3cf7c7532ade661089d3
b0124,data/raw/imagenette2-320/val/n02979186/n02979186_26802.JPEG,n02979186_26802.JPEG,482,n02979186,cassette_player,val,d7e3cda5d8ae9686cdda2f741b3718b26424366e6c4438ec986a26400a9f3b59
b0125,data/raw/imagenette2-320/val/n02979186/n02979186_9450.JPEG,n02979186_9450.JPEG,482,n02979186,cassette_player,val,be7b1c606b958342ddf656dfdac4bc35b1f04db5b11f60e546e16772ea7aa212
b0126,data/raw/imagenette2-320/val/n02979186/n02979186_6271.JPEG,n02979186_6271.JPEG,482,n02979186,cassette_player,val,b8a05a77bbcfe48330122091ee7a4a74c48196510ef6d224da2f097052538f56
b0127,data/raw/imagenette2-320/val/n02979186/n02979186_11861.JPEG,n02979186_11861.JPEG,482,n02979186,cassette_player,val,6f7568cb22f8162de54b125c33edda69cfb30935e9c2a9e2074325666333dbcc
b0128,data/raw/imagenette2-320/val/n02979186/n02979186_2810.JPEG,n02979186_2810.JPEG,482,n02979186,cassette_player,val,fb07b49d15c99822d14b1c443634934fb79e5a04b3183fa4d144afbccd5f0a45
b0129,data/raw/imagenette2-320/val/n02979186/n02979186_15350.JPEG,n02979186_15350.JPEG,482,n02979186,cassette_player,val,cf73d4b01ebff3dad697b644d128d6a4e678c8b79b2dada7510089d9d27d0d9d
b0130,data/raw/imagenette2-320/val/n02979186/n02979186_3010.JPEG,n02979186_3010.JPEG,482,n02979186,cassette_player,val,9b9527574dbeaf8fc2badb0d6973bbcf5a4e73f876278da6816caa531c13c08c
